review,sentiment
"Although Lang's version is more famous,Borzage's work is not devoid of interest ,far from it:its ""celestial"" sequences are even better.The metaphor of the train (perhaps borrowed from the ending of Abel Gance's ""la roue"" ) is eventually more convincing than the ""up above"" heavenly world.<br /><br />Borzage's tenderness for his characters shows in Marie's character and love beyond the grave is one of his favorite subjects (the ending of ""three comrades"" ).The amusement park seems to be everywhere: we see it even when we are in Marie's poor house.I do not think that the sets are that much cheesy,they are stylized to a fault.The fair from a distance almost gives a sci-fi feel to the movie.<br /><br />Borzage never forgets his social concerns: in the heavenly train going up,the Rich cannot stand to be mixed up with the riffraff but as ""chief magistrate"" tells :""here there's no more difference"" .<br /><br />Not a major work for Borzage (neither is Lang's version),but to seek out if you are interested in the great director's career.",positive
"For the first forty minutes or so, Luna is a real pleasure to watch. The characters and their situation are interesting and the photography and locations are beautiful to look at. Then Jill Clayburgh discovers her son Matthew Barry is using heroin and the movie starts to unravel and then becomes outright laughable in its sickness.<br /><br />Clayburgh asks him why and when he started using the drug and she nor the audience ever get a straight answer, which would be a bit helpful. He mentions not caring about anything but that's not right because we see clearly in the amazing early scenes that he has a good deal of interest in his mother's singing, baseball, sex, and apparently cared enough to turn down marijuana. This movie is for people who think junior gets into hard drugs because mom and dad were workaholics who missed his piano recital. I think such a dangerous and emotionally volatile drug like heroin was chosen as some sort of intellectual catalyst for the later scenes of incest. There's a lot of discussion about the mother's love for the son but it's really about Bernardo Bertolucci being pretentious. Luna would have been great as a quaint little family drama.<br /><br />How old was Matthew Barry in this movie? I was more concerned over the bizarre things he had to do as an actor for this film than for anything his character was going through. ** out of ****",negative
"I have been waiting for such an original picture such as this for quite some time now. Brokedown Palace has that `hard to believe' aspect, however with the ingenious directing, and screenplay, Palace scores big. <br /><br /> I've really never enjoyed watching Claire Danes in any of her movies, but I'll tell you what, she really changed my mind with this one. Kate Beckinsale joins Danes on a vacation to Thailand where they meet up with a young man who convinces them to take a trip to Hong Kong with him. However, he neglected to inform them that they would be carrying an obscene amount of narcotics for him. Well, ultimately they get caught, and end up in a Thailand prison. I know, I know, how could you not know that you have 18 pounds of drugs? Well if you can get by that one tiny miscue, you will find a very well written, and acted out story. Lately I have found myself getting drawn into the storylines of the movies I watch, and developing a personal feeling for the characters that I watch. This movie is no different. By the end of the movie I found myself caring more for her than any of the other characters in the film. <br /><br /> Bill Pullman plays Hank Green, an attorney who lives in Thailand and specializes in international relations. As always Pullman delivers with an excellent performance and ties the movie together beautifully. <br /><br /> There are a few twists and turns that will, by the end of the movie, have you in tears. This is one of those movies that you have most likely passed by when searching for that movie to watch at home. It is my opinion that the next time out at the video store, do not pass by this one again.",positive
"Lon Chaney Jr returns to lumber along as the mummy Kharis seeking his mate, Annanka whose soul now resides in the beautiful host of descendant Amina(Ramsay Ames). Andoheb, High Priest of Arkan(George Zucco)leaves Yousef Bey(John Carradine)in charge of Kharis to continue their evil-doing ways. Tom(Robert Lowery)must find a way to save his beloved Amina from certain future mummy terror.<br /><br />Routine, predictable entry in the Kharis series proves that nearly every film follows a specific format/formula. The city is threatened by a skulking, one-armed corpse masked in wrapping who seems to have been gifted with superhuman power to choke the life out of able-bodied men who are restrained with relative ease by a mere chokehold from Kharis. Frank Reicher, who saw Kharis in action..and knows a great deal about Egyptian history..in the previous film(The Mummy's Tomb), proves that anyone who happened to survive a previous encounter with the mummy is sure to die if he returns in the next flick. Well produced, but lacks originality that would set it apart from the other films in the series. Sadly, Carradine sleepwalks through his role as the evil Yousef Bey. Embarrassing script mistake has Kharis, who is known for donning a crippled, lame right arm, carrying an unconscious Amina with both arms for long distances with no ill effects. One aspect, the shocking climax where Tom's attempt at heroism doesn't go according to plan as Kharis holds his damsel-in-distress hostage, lifts the film from the doldrums slightly.",negative
"I missed the first 10 or so minutes of the movie but don't think watching it from the beginning would've made any difference. I found the film extremely boring and was disappointed with the acting. I remember Patrick Swayze and some of the other actors (Roy Marsden, for instance) in outstanding roles but they all disappointed here due to a very weak script. ""Kind Solomon's Mines""...the very short part of the movie inside the ""mines"" was about as exciting as watching paint dry and I doubt that even a pre-school kid would've been spell-bound by watching the fight of the ""warriors"". The entire movie was reminiscent of a cheaply produced American TV series. Give me Indiana Jones any day!",negative
"Boring movie. Poor plot. Poor actors. The movie happens in a room supposed to be in Morocco but actually in some American city! The ""Arab terrorists"" are the patriots the blonde patriot is the ""Arab terrorist""...DAMN!<br /><br />There is something good about this movie though (that's why the score is 2 out of 10). The director turns the ridiculous stereotype about terrorism the media feeds us every day into the real thing, the terrorists are Americans (or western people if you like).<br /><br />The movie is divided into two parts. The first part of the movie concerns the Dutchman travel (15 seconds) while the second part is about the staying in the amazing dark brown room (1 hour and something).<br /><br />The Dutch guy is going to deliver money in Morocco to some ""charity organization"", gets off the plain, takes the bus and ends up kidnapped in a dark brown room. He is kidnapped with another guy that is shot after telling ""They will not shoot at us"". The Dutch survivor is forced to play chess with a Morpheus-like Arab guy for so long that you'll learn how to play chess too! At the end the dutch guy reveals his plot not because they cut four of his fingers off but because he is tricked by such a lame game you should watch the movie for!<br /><br />Good when you are so tired you can't sleep.",negative
"About the movie itself, there are ample comments. <br /><br />I just wanted to say something about the German version, which I have seen recently on TV. It is heavily cut. From 103 to 76 minutes! It is usual that the most bloody scenes are cut for German TV. I understand the reasons for that, but this movie was something else. They did not only cut ""gore-shots"" - they have cut entire sequences, sparing only glimpses. Like: ""WE have to attack THEM"" - one 5 second shot of explosions in the camp - protagonist running away.<br /><br />When the assault on the island begins, it isn't even possible anymore to follow the storyline. All the cuts create something that amounts to a string of erratic, disconnected scenes that don't make any sense anymore.<br /><br />I could not stand to watch the end after spending 60 minutes on this nonsense.<br /><br />I think I would have given the original 7/10 The German version is worth only 1/10<br /><br />Get it on DVD (and check the runtime first) or forget about it.",negative
"A young and seemingly promising college graduate (played by Blair Underwood) is sent to jail for the murder of an innocent young girl and is put on death row. Sean Connery plays the ""happy go lucky"" attorney whom the young man's grandmother tracks down out of retirement and pleads with to take on the case in the hopes of freeing her grandson. Laurence Fishburne plays a police officer who was well involved in the case and is hell bent on debunking an theory that Connery might dig up to try and free the boy whom he and the entire police department swear is guilty of the crime. Ed Harris, Kate Capshaw, Ruby Dee, and the Late Lynne Thigpen co-star in this very intense dramatic thriller.",positive
"I don't really consider myself a conservative, so I wasn't personally offended by this film, but it was pretty clear that the plot and the characterization in this film were secondary to the message. And the message is that all conservatives are either evil or stupid (or both). The characters are one-dimensional -- either good, freedom-loving Americans, or brainless, greedy, evil conservatives. There's nothing clever or creative, just anti-conservative. I don't really mind the political bias itself, but it shouldn't be the only purpose behind the movie. And clearly it is.<br /><br />On the positive side, the cast is wonderful and Chris Cooper's impression of W is funny the first two or three times, but after that it's just the same old joke being told over and over again.<br /><br />So if you really hate the conservatives, you'll probably enjoy this film, but if you're looking for something with realistic characters and a story that's less black-and-white, then you'd be better off watching something else.",negative
"If you are viewing this show for the first time, you may start wondering if you are in an alternate reality. Colorful and imaginative characters? Entertaining dialogue? Plots that seem to have some depth to them, even creating atmospheres of suspense and drama at times? I mean, this is a syndicated children's show right? This is the same venue that has brought kids such drek as ""Pokemon"", ""Pepper Ann"", ""Mighty Morphin Power Rangers"", and ""VR Troopers"" (please note that three of the titles mentioned above are crass Japanese exports, courtesy of the Fox Network and Saban Entertainment). Don't worry, you are just sampling some of the quality fare that was available to kids during the late 1980's and early 1990's. Some examples of this period would be ""Transformers"", ""Garfield and Friends"", ""Captain Power"", and ""C.O.P.S."" (a cartoon NOT to be confused with the live action show on Fox). Besides these prime examples, Disney also returned to syndicated programs for kids, coming up with a lineup called ""The Disney Afternoon"". Aside from a dumbed-down show called ""The Gummi Bears"", early shows like ""Darkwing Duck"", ""Duck Tales"", and ""Chip 'N Dale's Rescue Rangers"" gave credence to the Disney animation teams that were also turning out theatrical classics like ""The Little Mermaid"", ""Beauty and the Beast"", ""The Rescuers Down Under"", and ""The Great Mouse Detective"". But above all these wonders shines ""TaleSpin"". The premiere of ""Plunder and Lightning"" was a two-hour thrill ride, and won an Emmy. Much to my delight, the rest of the episodes were up to par on the promise of the premiere.<br /><br />While I enjoy the plots and dialogue, I guess for me the greatest attraction are the characters. There's Rebecca Cunningham, an independent female, but still fallible; Kit Cloudkicker, full of pre-teen angst and optimism; Louie, with his loyalty and support; Frank Wildcat, the most entertaining engineer since Scotty on the original ""Star Trek""; Molly Cunningham, cute and witty, but with some depth that most child characters don't have, and of course in the middle of it all, there's Baloo, whom I would describe as a slobby version of James Bond. This is because whenever there's trouble, Baloo saves the day with the assistance of his sleeker-than-most, fastest-of-all Sea Duck (Read: James Bond's Aston Martin). Of course every great show has to have great villains, and TaleSpin doesn't disappoint here either. From the megalomania of businesstiger Shere Kahn, to the vain and always failing air pirate Don Karnage, to the hilarious and inept Soviet-satirized Thembrians. The animation is good, the music appropriate, and the episodes are (for me) the finest that children's programming has ever had to offer. Great fun for the WHOLE family!",positive
"It's not Citizen Kane, but it does deliver. Cleavage, and lots of it.<br /><br />Badly acted and directed, poorly scripted. Who cares? I didn't watch it for the dialog.",positive
"first this deserves about 5 stars due to acting (some which would give me a better subjective opinion and NOT an objective one as it should by giving this one, WELL DESERVED, star) but then i know that those facts are used for the actor(S) NAMES to increase the rating of something like this...<br /><br />i do have a problem with such productions; yet another attempt (just like ""untraceable"") of a systematic propagandistic feature promoting government intrusion on your rights( how interesting that it comes at a moment when IPS providers trying to ""preferentiate"" = CENSOR information, and the Americans and Canadians are fighting AGAINST that at this very moments). this time is not by labeling torrent file transfers as evil ( that one was intended to remind you of such feeling whenever you transfer data on the net), but by literally attempting in creating a sexual frustrated population as a whole. SEEMS LIKE FEAR PROMOTION IS HOLLYWOOD'S NORM THIS DAYS, especially when coming to thrillers which is the most ""on demand"" motion picture genre for past 2 decades or so = most viewed, best way to try influence the society as a whole. such levels of violence are depicted in this 2 features of morally and ""ethical"" people, that it gives a new much needed meaning to ""anti-heroes"" figures. make no mistake , this is NOT ""DEXTER"" which was meant to be high-quality entertainment.STOP SELLING ""FEAR"" please, the world would be a better place without it and the dollars made of it.<br /><br />the opening scene and generally the first 10 minutes really give a frightful picture of an Erroll Babbage that is CLEARLLY suffering of sexual frustration. the way he handles the black male is very disturbing if not outright racist(for sure a ""cliche"" at least) ( in real life someone would probably get a beating for it, you will see what i mean). the second scene ( with Claire Danes's character present) is even more extreme. at that point i realized, in my opinion that Erroll Babbage is a very dangerous individual to people around him.how many people, that have seen or will see this movie, have never been ""hold down""(regarding BOTH sexes) out of self, COMMON gratification!?.typically the movie gives an extreme CRIMINAL case(that unfortunately did, is and will likely happen again sometime , somewhere) BUT fingers everyone else indirectly as well as ""you could become that"", etc. anyone that is familiar with Sigmund Freud and Jung will know very well that sexuality is not something to be judged let alone ""asses"" , by such fanatical ""hero"" here. SAFE sex in its many forms IS healthy and not some evil that apparently Richard Gere character is obsessed with , on his way for some sexual ""crusade"". have we not learned anything from the abundant recent scandals involving priests and young boys!? or for how long an American teenager can see extreme violence on ""pg-13"" but he can not even see a woman breast until ""R-18""!?!?( yet the industry targets them with this VERY SAME sexual perversions like ""american pie"" series for example).raise the kids tester-one levels but frustrate them and drive them underground in developing fetishes to UNhealthy EXTREMES!? all sexual activities(upon MUTUAL acceptance) integrates individuals better then some ""rightous"" nut-case, THAT blames his misfortunes and shortcomings on ""the lives of others""( a new German movie that would work great in comparing this 2 distinct and world apart features on the very same subject).here, like in that movie, you will probably appreciate the actors for well portraying the opposite of what they should have been.<br /><br />i am very disappointed with Richard Gere especially after the recent "" hunting party"", a feature where he really shines and about a more realistic ""hero""( after real facts as well).but then it just reminds me that all those people are only actors that get paid to play someone's political and social agenda. ""the flock"" and ""untraceable"" 2 heads of the same hidden beast)))it just reminds you, if know anyone with similar views on the subject as a WHOLE, as Erroll Babbage has those here, to stay clear of them for THEIR own safety.they would kill my family faster then any 0.00001 chances of Paul Jerrod in anyone's life would...<br /><br />in the end i recommend this to anyone thinking negative here about MY ""assesment"" of this particular movie ( and ""untraceable"" actually), so you can likely have similar thoughts as i did. nothing sweeter then a propagandistic movie shooting itself in the ""foot"".))))for once i agree with the rating, this is not a feature for teenagers or kids; simply because at best would confuse them even more then the ""common"" belief of ""money+fame+fashion"" and how that relates to sexuality. ""scream"" series and movies as such AT LEAST have a defined entertainment value(even if a dumb one in my opinion). but this one is just another ""trust me i know what is good for you"" deeply (not so well done i might add) subliminal messages.",negative
"When a film has no fewer than FIVE different titles, it usually means several things and almost always means that the film has major flaws somewhere. Necromancy has major flaws and is just out and out bad. I saw the version on video called Rosemary's Disciples. Yes, I am sure it differs from other versions, but I am not inclined to think that in any way is any other version and the few more minutes it might have - going to be really any better. The story is perhaps the biggest problem: the film opens with Laurie waking up and her husband taking her to a town where he has a new job at a toy factory for occultists(yep, it gets bad this early!). The town is called Lillith and has some guy with a rifle on the bridge to make sure only those selected by the ""owner"" of the town are allowed in. Soon we find that everyone living in Lillith is a witch and all follow the directives of Mr. Cato - the head of this municipal coven who wants his dead son back(hence the name Necromancy). The people in the town do witch kind of stuff - have ceremonies, some like wearing a goat's head, and promiscuity abounds(not much really shown in this area), but none of these people are very good actors. Mr. Cato is played robustly by the figuratively and literally larger-than-life movie maverick Orson Welles. Welles is misused, but, make no mistake, he is the best thing in this movie. And that is really the saddest part of Necromancy as Welles gives a pretty poor and pedestrian performance with little directorial guidance. In one scene at a party, director Bert I Gordon keeps going back to Welles watching the action of the party using the exact same frames! It looked ridiculous. As did the scene that was repeatedly seen over and over again of a woman's arm centered in swirling flames after a car crash. It looked like the arm of a shop mannequin. The story is never fully utilized as we never really know what happens: many scenes are shot like dreams or hallucinations and never confirmed. This also applies to the corny, hokey ending. The lead Pamela Franklin is pert and pretty and has some talent. Other than her performance, real slim pickings from the rest of the cast sans Welles. The direction and story were both done by Gordon who obviously had little gas left in the engine. This is not a good movie in any way under any name.",negative
"The 1998 version of ""Psycho"" needed to be set back in the 60's, rather than present day. The headliners would have done a good job with the setting. There were two scenes that just stuck out like a sore thumb. The first one was at the beginning of the movie when Marian Crane (Anne Heche) was sitting at her desk. Her boss took his client into his office because ""it was air conditioning."" I imagine that the majority of Arizona businesses have air conditioning. The other was the meeting of Lila Crane (Julianne Moore) & Sam Loomis (Viggo Mortensen). Lila sporting the Walkman seemed like an exaggeration to update the movie. The movie did spook a number of the viewers in the theater.",negative
"When I was six yo, I learned about a series called ""Los Campeones"", and even if I was just a kid I did everything I need to convince my parents to let me watch ""The Champions"" and ""the Avengers"" once every week. I think that was the Golden Age of English series... (I already own the complete cycle of ""The Prisoner""!) but lasted also a few years later with ""The Tomorrow People"", ""the Worst Witch"" (I just me, or this is ""Harry Potter"" in girl, of course, before As much as I want ""The Campions"" to be in Zone 1 or Zone 4, I'm also waiting for ""Dr. Who"" (pack the whole series in a set of, uhm, maybe 300 DVD's, please, I couldn't expend more for it, 8), ""People of Tomorrow"", and several other 'low budget', but great stories to be available within my reached zones. I speak and understand English, but not all my relatives do, including my parents, whom introduced me into these great stories... I hope someday, someone could feel the attraction of these series and then could sell them as I originally view them... Dubbed or subtitled, but in the same format I saw them. Remember, Zone 1 or 4 are OK with my TV set!",positive
"I rented this one to see Vanesa Talor one more time. She can act, but doesn't get a chance in this clunker. The opening sequence is an elaborate crane shot of mountain landscapes. Must have come from a stock archive, because the movie is shot direct to videotape. The production values make _Blair Witch_ look professional. There's a really cheesy animated statue, but no other effects worth noting. This movie is bad, but not amusingly so. The players would do well not to mention it on their resumes.",negative
"George P. Cosmatos' ""Rambo: First Blood Part II"" is pure wish-fulfillment. The United States clearly didn't win the war in Vietnam. They caused damage to this country beyond the imaginable and this movie continues the fairy story of the oh-so innocent soldiers. The only bad guys were the leaders of the nation, who made this war happen. The character of Rambo is perfect to notice this. He is extremely patriotic, bemoans that US-Americans didn't appreciate and celebrate the achievements of the single soldier, but has nothing but distrust for leading officers and politicians. Like every film that defends the war (e.g. ""We Were Soldiers"") also this one avoids the need to give a comprehensible reason for the engagement in South Asia. And for that matter also the reason for every single US-American soldier that was there. Instead, Rambo gets to take revenge for the wounds of a whole nation. It would have been better to work on how to deal with the memories, rather than suppressing them. ""Do we get to win this time?"" Yes, you do.",negative
"""Fungicide"" is quite possibly the most incompetent, embarrassing, pitiful ""film"" I have ever seen. The acting is criminal, the direction practically non-existent, and the special effects presumably put together by unleashing a monkey with learning difficulties on a defenceless laptop computer.<br /><br />Far be it from me to stifle creativity, but I actually believe things like this shouldn't be made. I am sure the ""film""-makers will say that, yes, the ""film"" was hampered by a low (as in nothing) budget - but in that case they just really shouldn't have bothered. As it is, they have offered the world something so dire, so execrable, that only imbeciles could get the merest shade of enjoyment from it.<br /><br />Starting the ""movie"" it wasn't as though I was expecting ""Citizen Kane"" or anything. I was expecting a low budget little horror with perhaps a modicum of inventiveness, a hint of fun, and even some energy. What I got was the cinematic equivalent of a used handkerchief.<br /><br />The plot? Well, our leering antihero scientist, who works in his parents' basement, is seen manically stirring some goo in a cup. Apparently, such high-level science is the end-result of years of research. His parents then send him off to a strange hotel-type place in the countryside to relax. There are some other people there, who are simply too awful to write about. Anyway, the scientist drops his test-tube onto some mushrooms - and soon the mushrooms grow and kill some people. (Wow, I'm getting suicidal just writing the plot summary). Our heroes save the day by detonating a barrel of balsamic vinegar (by attaching a ""fuse"" - really a piece of string - to it). The barrel unaccountably explodes with the power of a small nuclear weapon, destroying all the mushrooms. The end. (Thank goodness).<br /><br />That summary is as good as the ""film"" gets (and actually makes it sound a lot more interesting than it actually is). It really should never have got past this stage of development (by which I mean a plot outline scribbled on the back of an envelope with crayons). Somebody should have really stepped in and given someone a vigorous shake and said ""NO."" <br /><br />And those ""special"" effects. Well, they're ""special"" all right. This is CGI gone crazy. And done by a person who I can only assume believes the bicycle pump to be the pinnacle of modern technology. And when the mushroom monsters are not in the style of a 1984 home computer graphics package, they are represented by actors shuffling along covered in a sheet (I kid you not).<br /><br />One of the most inexcusable things about the movie is its laziness. This can be summed up by the scene in which the hero spins his guns (a la Clint Eastwood) and then fails miserably to get them in his pockets. I mean come on, a couple of retakes and he could have pulled it off, but just to leave it as it is - really weak.<br /><br />I cannot believe money was spent on this camcorder-shot rubbish. The ""film""-makers should hang their heads in shame and be banned from going within fifty metres of any movie-making equipment.<br /><br />I also think it's wrong that friends and family of the makers come onto IMDb and post mendacious reviews and give stupidly high user ratings which give a totally inaccurate picture of the ""movie."" ""Fungicide"" is an absolute travesty of film-making. Mr Wascavage is either very, very stupid or very, very cynical.",negative
"Arrrrrggghhhhhh, some people take life far too seriously!!! Watch this film for what it is, sit back, relax and have a giggle. The film does not take itself seriously, so neither should we. If you like James Belushi, you will like this film. If he is not your cup of tea - give it a miss.<br /><br />I like James Belushi, so I liked this film. So simple isn't it?? :-)",positive
"...if only Disney had stayed away from it. See, I think that this movie has some potential. Well, the main character's situation does, at least. Take out the whole Jordan Cahill thing, and you've got the beginnings of a decent movie! Of course, you also lose more than half of the film, but, oh well. Not that much of a loss.<br /><br />So, here it goes: you take a typical, preppy, suburban teenage girl (Danielle Panabaker, who's actually a decent actress) whose best friends screech a lot, mostly over a ""pop sensation"" (I'm assuming it's a direct quote from the movie; movie's like this almost always involve that particular phrase) named Jordan Cahill. Except, of course, TPSTG wants more out of life. Enter Brenda Song's character, a sophisticated individual who is just what TPSTG needs (honestly, I don't care what the character's real name is, I like the acronym better). The two new friends go to see Jordan Cahill (one to drool, one to make fun of the droolers), and they come out of it with his cell phone. Hijinks ensue, and everything turns out alright in the end.<br /><br />If only Disney, or any major film studio for that matter, didn't have such a low opinion of 8 to 14 year olds. Or maybe if 8 to 14 year olds expected a little more out of the movies targeted at them. It's sugar-coated crap like this that make me more than a little unsure who to be more disgusted with (a little film called 'High School Musical' comes to mind...)",negative
"An opium den, a dirty little boy (actually a midget), prostitutes galore, a violent fracas in a dive, a motel for sexual shenanigans, scantily clad babes with cleavage a lot, a boozer falling down the stairs, a racially mixed clientèle in a bar with Asians, Africans, and Anglos treated equally, does this sound like a film playing at the local shopping mall? Wrong. These are all scenes from a 1933 musical.<br /><br />The first half of ""Footlight Parade"" is preparation for a musical extravaganza which occupies the last half of the film. Chester Kent (Cagney) is about to lose his job and does lose his playgirl wife as a result of talking pictures squeezing out live stage musicals. His producers take him to see a popular talky of the day, John Wayne in ""The Big Trail."" Before each showing of the flick, a dance number is presented as a prologue. Shorts, news reels, serials, and cartoons would later serve the purpose. Kent gets the idea that a prologue chain would be the road to salvation for the dwindling live musical business. Kent is basically an idea man along the lines of choreographer Busby Berkeley. Could it be that Cagney's character is patterned after Berkeley? Could be. <br /><br />In preparation for the prologues, Kent learns that his ideas are being stolen by a rival. He uncovers the traitor, fires him, then unbeknown to him a new leak is planted in the form a dazzling temptress. His assistant, Nan Prescott (Joan Blondell - soon to be Mrs. Dick Powell) has the hots for Kent and is determined to expose the wiles of the temptress. A new singer from Arkansas College shows up in the form of Scotty Blain (Dick Powell) who turns out to be a real find and is paired with Bea Thorn (Ruby Keeler). The resulting three prologue musicals, which couldn't possibly have been presented on any cinema stage of the day, are as fresh and enjoyable today as they were over seventy years ago, ""Honeymoon Hotel,"" ""By a Waterfall,"" and ""Shanghai Lil.""<br /><br />Of special note is the song and dance of tough-guy James Cagney. Like Fred Astaire and Bill ""Bojangles"" Robinson, Cagney's dancing appeared natural and unrehearsed, although hours went into practice to get each step just right. Not as good a singer as Astaire, Cagney's singing, like Astaire's, sounded natural, unlike the crooning so popular at the time. It's amazing that one person could be so talented and so versatile as James Cagney.<br /><br />Most critics prefer the ""Shanghai Lil"" segment over the other two. Yet the kaleidoscopic choreography of ""By a Waterfall"" is astonishing. How Berkeley was able to film the underwater ballets and to create the human snake chain must have been difficult because it has never been repeated. The close up shots mixed brilliantly with distant angles is a must-see. The crisp black and white photography is much more artistic than it would have been if shot in color. <br /><br />Though not nearly as socially conscious as ""Gold Diggers of 1933,"" ""Footlight Parade"" stands on its own as one of the most amazing and outrageous musicals ever put on the big screen.",positive
"I happened upon this flick on a rainy Sunday, intending to tune-in to something else. Out of curiosity, I accessed the comments here, and found myself watching it to the end. I really didn't do so with intent -- this was one of those movies where you're ""fascinated,"" and watch it for ""another couple of minutes,"" until you finally just watch to the end. And the indictment of it in most of these comments made it more fascinating to view. The one comment where the person really liked it seems to be solely as a result of liking Ladd and Spano, and their earlier roles. But great isn't anywhere to be found anywhere here - story, performances, and particularly the absurd courtroom hi-jinks. We all know that Perry Mason (before Raymond Burr passed the 300-lb. mark), and Ben Matlock, are granted some leeway in cavorting around the courtroom, instead of being boringly confined to a lectern. And Matlock is especially granted the privilege of entering exhibits often by simply going to the jury and showing them, before the judge and prosecutor have even been informed of, or shown, them. No real-life judge or prosecutor would stand for this.<br /><br />Both Perry and Ben almost always ended the proceedings by wringing a confession of the real killer. Actually Perry nearly always did this, but often Matlock would simply present overwhelming evidence of the true culprit, pronounce it ""reasonable doubt,"" and then leave it to the cops and prosecutors to proceed against the guilty party - sometimes on-camera, sometimes presumed at the end of the show.<br /><br />But that said, Holland Taylor's histrionics and the amount of leeway afforded her, in the courtroom portion of this story, made the actions of Matlock/Mason more-closely resemble the slow, often boring detail such as seen on Court TV and in real-life courtrooms.<br /><br />Every character in this presentation was either insipid, unsympathetic, obnoxious, boring, improbable - or some combination of two or more of these.<br /><br />The ending was the most banal, absurd, even silly conclusion possible - but again, fascinating because of this. Ladd and Spano are attractive individuals, and t.v. movies would appear their best forte - probably best in 2nd-lead (probably better if ""3rd-"") roles, even in this venue. Taylor could be cast as the aunt or mother of one of them. Give this one 1 star for the story/performances, and 3 additional for the fascination factor.",negative
"The movie is steeped in religion, so it is impossible to separate it from religion in commenting upon it. In my opinion, this movie pretends to explore deep issues, but thrives on stereotypes and prejudices; with little true insight. What the people in the movie (and therefore, the writer) failed to see was grace. They failed to understand that God is the author of beauty and He is the Creator of passion and sexual gratification in the proper context of marriage bonds. To imply that the people of the society in which the story is based believe that nudity is sinful, and both the man & the woman enjoying the act of marriage is dirty, is just an oversimplification. Such stereotypes really don't exist, for even Jewish holy writings speak clearly of the caring husband who will seek his wife's pleasure before his own. Scripture says that a man ought to love his wife as his own flesh, and that no man ever hated his own flesh, but he nourishes and cherishes it. Even if you want to ignore the New Testament, the writers & characters completely ignore that there are passages such as the Song of Solomon in the Old Testament, and the even the book of Proverbs which says, ""Rejoice in the wife of thy youth, let her breasts satisfy you always""! How can that be read in any way other way than that God knows, and approves of, and smiles on, the marital union and the enjoyment thereof? Real men don't ignore the value and needs of their wives. Those that do deny a very basic teaching of the Judeo/Christian religion. God NEVER said those things. It's absurd. Sonia rebelled because of the misapplication of the teachings of the true God of Abraham. It didn't need to be so. How sad. What Sonia desperately needed was TRUTH, not tradition. In knowing, loving and obeying God, we love others more; before ourselves. That is the faith of the God of Abraham, Isaac, Jacob & Joseph; once for all delivered to the Saints; bought & paid for by Jesus Christ, the Righteous. But alright, ignore all this and abandon ancient, holy Scripture and turn to the wisdom of homeless people & ghosts. That's a good plan. I would never recommend this movie; partly because the sexual content is unnecessarily graphic, but also because it really doesn't offer any valuable insight. Check out ""Yentl"" if you want to see a much more useful treatment of Jewish tradition at odds with society.",negative
"*SPOILERS*<br /><br />This is only the second pay-per-view I've given a perfect 10, the first being the 1991 Royal Rumble. It was full of exciting matches that weren't memorable, just disposable fun. And that's why I love it.<br /><br />The opening match between Razor and DiBiase, as well as Ludvig Borga vs. Marty Jannetty were the only low points. They were OK matches, but DiBiase deserved better in his final pay per view match. These days, a match like this would have run-ins and a bigger climax for Razor's first major babyface push. And Jannetty, fresh off a Intercontinental title run, could have had a better match with Borga. But I don't think anyone really cared. They just needed a Borga push on pay per view television.<br /><br />IRS and The Kid were great, as were Michaels and Perfect. I wish Perfect could have won, but Michaels lies down for no one. Notice how right after this, he left the WWF so he wouldn't have to job to Razor. Bret Hart had two great brawls with Doink (notice how everyone's best match is against the Hit-man) and then Lawler. Their rivalry was a classic; that's why that year's Feud of the Year was a no-brainer. How often do you see two legends win Feud of the Year this late in their careers?<br /><br />The Steiners-Heavenly Bodies match was one of the best of the year. Who knew the Bodies could hold their own against one of the best teams ever?<br /><br />Many say that the Undertaker-Giant Gonzalez match was a waste of time. But I loved it. Remember, what made the old WWF (as in, pre-WWE) great was the mix of athleticism and freak show. Is there a soul out there who didn't like Akeem?<br /><br />The main event wasn't bad, although nowhere near match of the year status. They put Lex Luger over well, but made a wise choice in having Yokozuna keep the belt. He was the first heel since Superstar Graham to hold the belt for more than two months. Nowadays, heels are champions all the time. But from the beginning of the WWWF through the WWF of the 90s, if you blinked, you missed a heel title reign.<br /><br />As an old school wrestling fan, this one and SummerSlam '88 are my favorites.",positive
"Good work by everyone, from scriptwriters, director, and cast; a lovely fun film that becomes believable for sentimental reasons only; a good film for television on those cloudy, cold wintry days when you just want to sit back and enjoy.",positive
"Italian rip off of Mandingo and The Drum is a badly dubbed Italian life on the plantation yarn. Lots of people who don't look like they belong in the American South wear badly tailored costumes and wander around locations that look nothing like the American south. The plot has something about the romance between a rich man and a certain young woman, the jealousy that ensues and the tragedy that follows. The film promises hot steamy sex and lots of twisted violence but nothing ever really comes of any of it, its all tease. Its all probably racially insensitive, I couldn't notice since its artistically bankrupt. The final twist is at best laughable. A major turkey.",negative
"I don't know why some people criticise that show so much.<br /><br />It is a great, funny show - probably not the right material for mainstream prime-time, but still...<br /><br />The family dynamics are funny, and all in all the same you see in most comedy shows. The supporting characters are absolutely hilarious. The plots of the individual episodes and the frequent Siegfried & Roy jibes are only just above average, but ever so often you have sub-plots or one-liners that make you roll on the floor laughing.<br /><br />This show was well worth the 8 Pounds I paid for it.<br /><br />rating: 8/10",positive
